 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
1037,32,1,1,0,6,0,0,0,0,6,6,6,0,187500,62500,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,31250,31250,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
30000,58,1,1,0,6,0,0,0,0,6,6,6,0,103448.2759,34482.75862,58,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17241.37931,17241.37931,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
6510,69,1,1,0,6,0,0,0,0,6,6,6,0,86956.52174,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14492.75362,14492.75362,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
10616,83,1,1,0,6,0,0,0,0,6,6,6,0,72289.15663,24096.38554,83,0,83,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12048.19277,12048.19277,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5061,73590282,2,2,0,12,0,0,0,0,6,6,6,0,0.163065009,0.054355003,24500000,42500000,73600000,44,73600000,73600000,0,73600000,73600000,73600000,73600000,0,73600000,73600000,0,0,0,0,40,0.027177502,0.027177502,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,0,6,80,0,0,0,0,0,0,2,0,2,12,0,40,44,0,44,44,73600000,0,73600000,73600000,PortScan
631,92,1,1,0,6,0,0,0,0,6,6,6,0,65217.3913,21739.13043,92,0,92,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10869.56522,10869.56522,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5904,45,1,1,0,6,0,0,0,0,6,6,6,0,133333.3333,44444.44444,45,0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22222.22222,22222.22222,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
616,19,1,1,0,6,0,0,0,0,6,6,6,0,315789.4737,105263.1579,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52631.57895,52631.57895,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9200,31,1,1,0,6,0,0,0,0,6,6,6,0,193548.3871,64516.12903,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32258.06452,32258.06452,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
50389,161,1,1,0,6,0,0,0,0,6,6,6,0,37267.08075,12422.36025,161,0,161,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6211.180124,6211.180124,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
873,41,1,1,0,6,0,0,0,0,6,6,6,0,146341.4634,48780.4878,41,0,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24390.2439,24390.2439,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
2909,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8009,51,1,1,0,6,0,0,0,0,6,6,6,0,117647.0588,39215.68627,51,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19607.84314,19607.84314,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
711,44,1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
53,164,2,2,88,200,44,44,44,0,100,100,100,0,1756097.561,24390.2439,54.66666667,88.62467677,157,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,12195.12195,12195.12195,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83,44,100,40,0,0,0,0,0,0,2,88,2,200,1,20,0,0,0,0,0,0,0,0,BENIGN
32782,49,1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
7676,12,1,1,0,6,0,0,0,0,6,6,6,0,500000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,83333.33333,83333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8088,28,1,1,0,6,0,0,0,0,6,6,6,0,214285.7143,71428.57143,28,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,35714.28571,35714.28571,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3998,89,1,1,0,6,0,0,0,0,6,6,6,0,67415.73034,22471.91011,89,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11235.95506,11235.95506,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1023,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1107,74,1,1,0,6,0,0,0,0,6,6,6,0,81081.08108,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13513.51351,13513.51351,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9001,84,1,1,0,6,0,0,0,0,6,6,6,0,71428.57143,23809.52381,84,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11904.7619,11904.7619,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1147,35,1,1,0,6,0,0,0,0,6,6,6,0,171428.5714,57142.85714,35,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28571.42857,28571.42857,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3268,47,1,1,0,6,0,0,0,0,6,6,6,0,127659.5745,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21276.59574,21276.59574,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8100,39,1,1,0,6,0,0,0,0,6,6,6,0,153846.1538,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25641.02564,25641.02564,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8254,44,1,1,0,6,0,0,0,0,6,6,6,0,136363.6364,45454.54545,44,0,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22727.27273,22727.27273,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1040,78,1,1,0,6,0,0,0,0,6,6,6,0,76923.07692,25641.02564,78,0,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12820.51282,12820.51282,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
6106,27,1,1,0,6,0,0,0,0,6,6,6,0,222222.2222,74074.07407,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,37037.03704,37037.03704,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1700,36,1,1,0,6,0,0,0,0,6,6,6,0,166666.6667,55555.55556,36,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27777.77778,27777.77778,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5822,66,1,1,0,6,0,0,0,0,6,6,6,0,90909.09091,30303.0303,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15151.51515,15151.51515,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5811,39,1,1,0,6,0,0,0,0,6,6,6,0,153846.1538,51282.05128,39,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25641.02564,25641.02564,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9595,97,1,1,0,6,0,0,0,0,6,6,6,0,61855.6701,20618.5567,97,0,97,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10309.27835,10309.27835,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1812,13,1,1,0,6,0,0,0,0,6,6,6,0,461538.4615,153846.1538,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,76923.07692,76923.07692,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
407,69,1,1,0,6,0,0,0,0,6,6,6,0,86956.52174,28985.50725,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14492.75362,14492.75362,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
99,120,1,1,0,6,0,0,0,0,6,6,6,0,50000,16666.66667,120,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8333.333333,8333.333333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
44443,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1079,93303234,2,2,0,12,0,0,0,0,6,6,6,0,0.128612905,0.042870968,31100000,53900000,93300000,43,93300000,93300000,0,93300000,93300000,93300000,93300000,0,93300000,93300000,0,0,0,0,40,0.021435484,0.021435484,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,0,6,80,0,0,0,0,0,0,2,0,2,12,0,40,51,0,51,51,93300000,0,93300000,93300000,PortScan
100,46,1,1,0,6,0,0,0,0,6,6,6,0,130434.7826,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21739.13043,21739.13043,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
4125,74,1,1,0,6,0,0,0,0,6,6,6,0,81081.08108,27027.02703,74,0,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13513.51351,13513.51351,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
10002,24,1,1,0,6,0,0,0,0,6,6,6,0,250000,83333.33333,24,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41666.66667,41666.66667,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
2022,59,1,1,0,6,0,0,0,0,6,6,6,0,101694.9153,33898.30508,59,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16949.15254,16949.15254,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3517,71,1,1,0,6,0,0,0,0,6,6,6,0,84507.04225,28169.01408,71,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14084.50704,14084.50704,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
53985,121,1,1,6,6,6,6,6,0,6,6,6,0,99173.55372,16528.92562,121,0,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8264.46281,8264.46281,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,0,20,0,0,0,0,0,0,0,0,BENIGN
999,38075832,2,2,0,12,0,0,0,0,6,6,6,0,0.315160546,0.105053515,12700000,22000000,38100000,47,38100000,38100000,0,38100000,38100000,38100000,38100000,0,38100000,38100000,0,0,0,0,40,0.052526758,0.052526758,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3,0,6,80,0,0,0,0,0,0,2,0,2,12,0,40,47,0,47,47,38100000,0,38100000,38100000,PortScan
1137,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
15004,23,1,1,0,6,0,0,0,0,6,6,6,0,260869.5652,86956.52174,23,0,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,43478.26087,43478.26087,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8010,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
6666,48,1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8443,47,1,1,0,6,0,0,0,0,6,6,6,0,127659.5745,42553.19149,47,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21276.59574,21276.59574,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
6502,57,1,1,0,6,0,0,0,0,6,6,6,0,105263.1579,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17543.85965,17543.85965,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9,49,1,1,0,6,0,0,0,0,6,6,6,0,122448.9796,40816.32653,49,0,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20408.16327,20408.16327,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
4001,77,1,1,0,6,0,0,0,0,6,6,6,0,77922.07792,25974.02597,77,0,77,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12987.01299,12987.01299,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9000,50,1,1,0,6,0,0,0,0,6,6,6,0,120000,40000,50,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20000,20000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
110,65,1,1,0,6,0,0,0,0,6,6,6,0,92307.69231,30769.23077,65,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15384.61538,15384.61538,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5080,26,1,1,0,6,0,0,0,0,6,6,6,0,230769.2308,76923.07692,26,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,38461.53846,38461.53846,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3546,46,1,1,0,6,0,0,0,0,6,6,6,0,130434.7826,43478.26087,46,0,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21739.13043,21739.13043,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3869,94,1,1,0,6,0,0,0,0,6,6,6,0,63829.78723,21276.59574,94,0,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10638.29787,10638.29787,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3703,55,1,1,0,6,0,0,0,0,6,6,6,0,109090.9091,36363.63636,55,0,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18181.81818,18181.81818,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
2190,66,1,1,0,6,0,0,0,0,6,6,6,0,90909.09091,30303.0303,66,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15151.51515,15151.51515,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
146,8,1,1,0,6,0,0,0,0,6,6,6,0,750000,250000,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,125000,125000,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
7002,75,1,1,0,6,0,0,0,0,6,6,6,0,80000,26666.66667,75,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13333.33333,13333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
3527,16,1,1,0,6,0,0,0,0,6,6,6,0,375000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62500,62500,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
10621,14,1,1,0,6,0,0,0,0,6,6,6,0,428571.4286,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71428.57143,71428.57143,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
54328,14,1,1,0,6,0,0,0,0,6,6,6,0,428571.4286,142857.1429,14,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,71428.57143,71428.57143,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
5120,38,1,1,0,6,0,0,0,0,6,6,6,0,157894.7368,52631.57895,38,0,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26315.78947,26315.78947,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
125,88,1,1,0,6,0,0,0,0,6,6,6,0,68181.81818,22727.27273,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11363.63636,11363.63636,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
2013,67,1,1,0,6,0,0,0,0,6,6,6,0,89552.23881,29850.74627,67,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14925.37313,14925.37313,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
1287,43,1,1,0,6,0,0,0,0,6,6,6,0,139534.8837,46511.62791,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23255.81395,23255.81395,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
9618,21,1,1,0,6,0,0,0,0,6,6,6,0,285714.2857,95238.09524,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47619.04762,47619.04762,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
8800,42,1,1,0,6,0,0,0,0,6,6,6,0,142857.1429,47619.04762,42,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23809.52381,23809.52381,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
23502,53,1,1,0,6,0,0,0,0,6,6,6,0,113207.5472,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18867.92453,18867.92453,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
4129,12,1,1,0,6,0,0,0,0,6,6,6,0,500000,166666.6667,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,83333.33333,83333.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
135,48,1,1,0,6,0,0,0,0,6,6,6,0,125000,41666.66667,48,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20833.33333,20833.33333,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
53,48052,2,2,104,234,52,52,52,0,117,117,117,0,7034.04645,83.24315325,16017.33333,27735.90693,48044,4,4,4,0,4,4,4,4,0,4,4,0,0,0,0,64,41.62157663,41.62157663,52,117,78,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,97.5,52,117,64,0,0,0,0,0,0,2,104,2,234,1,32,0,0,0,0,0,0,0,0,BENIGN
2020,16,1,1,0,6,0,0,0,0,6,6,6,0,375000,125000,16,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,62500,62500,0,6,2,3.464101615,12,0,0,0,1,0,0,0,0,1,3,0,6,40,0,0,0,0,0,0,1,0,1,6,0,40,0,0,0,0,0,0,0,0,PortScan
